,Unnamed: 0,nickname,rating,title,voice,author,review,created,publish,genre,length
331,331,바른말쟁이,100,[단편] 소여,구병모,구병모,잘 듣겠습니다.,2020.10.23,미디어창비,소설문학,8
332,332,momo0511,100,[단편] 소여,구병모,구병모,잘들었습니다,2020.10.23,미디어창비,소설문학,6
333,333,축구adgj1234,100,[단편] 소여,구병모,구병모,감사합니다,2020.10.23,미디어창비,소설문학,5
334,334,다이어트는힘들어,100,[단편] 소여,구병모,구병모,감사합니다,2020.10.23,미디어창비,소설문학,5
335,335,베이비붐,100,[단편] 소여,구병모,구병모,잘  들었어요 ~,2020.10.23,미디어창비,소설문학,9
336,336,initialj,100,[단편] 소여,구병모,구병모,좋아요,2020.10.23,미디어창비,소설문학,3
342,342,메이슨그린우드,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 듣고 갑니다~,2020.10.29,미디어창비,소설문학,9
344,344,ddorg321,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘듣겠읍니다...,2020.10.29,미디어창비,소설문학,9
347,347,jjmview,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.29,미디어창비,소설문학,3
348,348,대한미국만세,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.29,미디어창비,소설문학,6
349,349,aaajg1018,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.29,미디어창비,소설문학,7
350,350,mj0918,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었어요~,2020.10.29,미디어창비,소설문학,7
351,351,민둘아,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.29,미디어창비,소설문학,6
353,353,maxday,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.29,미디어창비,소설문학,7
354,354,umma7312,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋습니다,2020.10.29,미디어창비,소설문학,4
355,355,djsjsjss,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.29,미디어창비,소설문학,3
360,360,촛불하나더,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",완전 좋아요 최고,2020.10.28,미디어창비,소설문학,9
361,361,22johnkim,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",굿,2020.10.28,미디어창비,소설문학,1
362,362,던힐발란스,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.28,미디어창비,소설문학,6
363,363,훈00,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",감사합니다,2020.10.28,미디어창비,소설문학,5
364,364,샤라샤,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.28,미디어창비,소설문학,7
365,365,bsy0076,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.28,미디어창비,소설문학,3
368,368,Sangyub,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.28,미디어창비,소설문학,3
369,369,잠띵이요,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.28,미디어창비,소설문학,6
372,372,pax12,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘듣고 갑니다..,2020.10.27,미디어창비,소설문학,9
373,373,hamsik,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다!!,2020.10.27,미디어창비,소설문학,9
374,374,고고잉,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었어요,2020.10.27,미디어창비,소설문학,6
375,375,뭔지몰라요,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.27,미디어창비,소설문학,7
376,376,lesmise,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",감사합니다,2020.10.27,미디어창비,소설문학,5
379,379,다시마튀각,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",재밌겠죠,2020.10.27,미디어창비,소설문학,4
380,380,히든인천러브,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",재밌을듯!! 해요,2020.10.27,미디어창비,소설문학,9
381,381,sksacyhpar,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.27,미디어창비,소설문학,3
382,382,양윤창,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.27,미디어창비,소설문학,3
383,383,그때잡,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",감사합니다,2020.10.27,미디어창비,소설문학,5
384,384,노략질약탈,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.27,미디어창비,소설문학,3
385,385,비스트마린,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.27,미디어창비,소설문학,6
386,386,빠라까라빠라,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.27,미디어창비,소설문학,6
387,387,흥칫뿡꽥,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",재밌어요,2020.10.27,미디어창비,소설문학,4
388,388,카집,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.27,미디어창비,소설문학,6
389,389,중국와이파이,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘듵었습니다,2020.10.27,미디어창비,소설문학,6
395,395,초코빵,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.26,미디어창비,소설문학,3
396,396,레모나산임,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",감사합니다,2020.10.26,미디어창비,소설문학,5
398,398,myyy,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다~,2020.10.26,미디어창비,소설문학,7
399,399,니스테르,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.26,미디어창비,소설문학,6
402,402,shinmg1209,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.26,미디어창비,소설문학,6
404,404,이좃까야,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.26,미디어창비,소설문학,3
408,408,웨인웅이,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",재밌어요,2020.10.26,미디어창비,소설문학,4
411,411,겁나빠른달팽이,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",감사합니다,2020.10.26,미디어창비,소설문학,5
415,415,푸른달나흘,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.26,미디어창비,소설문학,3
416,416,cowboybaby,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.26,미디어창비,소설문학,7
418,418,kaineus45,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다.,2020.10.25,미디어창비,소설문학,8
420,420,factcheck,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",굿 입니다.,2020.10.25,미디어창비,소설문학,6
421,421,짱승히아로,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.25,미디어창비,소설문학,3
424,424,니나노니니노,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.25,미디어창비,소설문학,3
426,426,숫사슴,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.25,미디어창비,소설문학,3
431,431,성석동달인손세차,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘듣고갑니다~,2020.10.25,미디어창비,소설문학,7
436,436,pjm5249,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",감사합니다,2020.10.25,미디어창비,소설문학,5
440,440,이앤일,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋네요 잘들엇네용,2020.10.24,미디어창비,소설문학,9
441,441,biotite,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",장 들었습니다,2020.10.24,미디어창비,소설문학,7
442,442,pknu80,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.24,미디어창비,소설문학,7
443,443,전력질주80,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었어요,2020.10.24,미디어창비,소설문학,5
444,444,심심한걸,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들을께여,2020.10.24,미디어창비,소설문학,5
445,445,하바롭스크,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.24,미디어창비,소설문학,6
446,446,블루윙즈95,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들을게요.,2020.10.24,미디어창비,소설문학,6
447,447,sehye0n,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다.,2020.10.24,미디어창비,소설문학,7
449,449,싱글벙글영진,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들을께요,2020.10.24,미디어창비,소설문학,5
450,450,나요저요,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.24,미디어창비,소설문학,6
452,452,Bia,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들어보겠습니다,2020.10.24,미디어창비,소설문학,9
453,453,유노창민,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",정들었습니다!,2020.10.24,미디어창비,소설문학,7
454,454,다니에루우,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",너무 좋아요!,2020.10.24,미디어창비,소설문학,7
455,455,에스클레어,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",아으 좋아요,2020.10.24,미디어창비,소설문학,6
456,456,앗싸라05,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었어요,2020.10.24,미디어창비,소설문학,5
457,457,새콤달콤냠냠,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었어요,2020.10.24,미디어창비,소설문학,6
458,458,sure132,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.24,미디어창비,소설문학,7
461,461,천마돌이,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다.,2020.10.24,미디어창비,소설문학,8
473,473,별아사랑해,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었어요,2020.10.24,미디어창비,소설문학,6
475,475,oversky1,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.23,미디어창비,소설문학,6
478,478,하얀사슴,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들을게요,2020.10.23,미디어창비,소설문학,5
480,480,필신기독야,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 듣겠습니다,2020.10.23,미디어창비,소설문학,7
481,481,민민맘인,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋아요,2020.10.23,미디어창비,소설문학,3
482,482,대룡리말바위,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",좋은책 감사합니다,2020.10.23,미디어창비,소설문학,9
484,484,가으나무,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.23,미디어창비,소설문학,6
486,486,동그니채미니,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.23,미디어창비,소설문학,6
488,488,파페포포메모리즈,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘 들었습니다,2020.10.23,미디어창비,소설문학,7
490,490,abus,100,들어본 이야기,"구병모,권여선,김보나,박솔뫼,최인영","구병모,권여선,듀나,박솔뫼,한유주",잘들었습니다,2020.10.23,미디어창비,소설문학,6
